0,10,10
---
4,7,1,2
5,1,0,1
6,6,0,2
7,3,0,1
8,4,0,3
9,5,0,1
---
0.008833885192871094,3

19,10,10
---
0,8,0,1
2,4,0,3
3,5,1,3
3,0,0,1
5,2,0,2
6,7,0,1
6,3,1,2
6,1,2,3
7,6,0,2
9,9,0,3
---
0.00901174545288086,3

20,10,10
---
0,6,0,1
0,1,1,2
2,9,0,3
3,8,0,3
4,2,0,2
5,0,0,3
6,4,0,1
7,7,0,2
8,3,0,3
9,5,0,2
---
0.008728981018066406,3

21,10,10
---
0,6,0,3
1,1,0,2
2,7,0,1
2,3,1,2
2,2,2,3
5,8,0,6
6,0,0,1
7,5,0,2
9,9,0,1
9,4,1,2
---
0.008563518524169922,6

22,10,10
---
0,3,0,3
2,7,0,3
3,4,0,2
3,1,2,3
4,8,0,3
6,0,0,3
7,6,0,2
7,5,2,3
8,9,0,2
9,2,0,3
---
0.009189128875732422,3

23,10,10
---
1,9,0,1
1,0,1,3
2,7,1,3
2,6,0,1
3,4,0,2
4,5,0,1
5,3,0,1
6,1,0,3
7,2,0,2
8,8,0,3
---
0.009045124053955078,3

24,10,10
---
1,9,0,5
2,8,0,1
2,4,1,3
3,2,0,1
4,3,0,1
6,6,0,1
7,1,0,2
7,0,2,5
8,7,0,1
9,5,0,2
---
0.008482694625854492,5

25,10,10
---
0,7,0,1
0,1,1,3
2,5,0,2
3,6,1,2
3,2,0,1
5,4,0,2
6,9,0,1
7,8,0,3
8,0,0,3
9,3,0,2
---
0.008854389190673828,3

26,10,10
---
0,2,0,1
0,0,1,3
2,6,0,1
2,3,1,3
3,8,0,4
6,9,1,3
6,5,0,1
7,7,1,3
7,1,0,1
8,4,0,3
---
0.008847713470458984,4

27,10,10
---
0,7,0,1
0,3,1,2
1,0,0,1
2,6,0,1
4,2,0,1
5,4,0,1
6,9,0,1
6,5,1,2
7,8,0,2
9,1,0,1
---
0.008882284164428711,2

28,10,10
---
0,4,0,1
1,2,0,1
2,8,0,1
4,6,0,1
4,1,1,2
5,5,0,1
5,0,1,2
7,3,0,2
8,9,1,2
8,7,0,1
---
0.008969783782958984,2

29,10,10
---
0,0,0,1
1,6,0,1
2,5,0,2
3,7,0,2
6,9,0,4
7,8,0,1
8,1,0,1
9,4,2,3
9,3,0,1
9,2,1,2
---
0.008934736251831055,4

30,10,10
---
0,8,0,1
0,7,1,2
1,3,0,4
2,5,0,1
3,0,0,1
5,4,1,3
5,2,0,1
8,6,1,3
8,1,0,1
9,9,0,1
---
0.00903773307800293,4

31,10,10
---
0,6,0,1
0,2,1,3
1,5,1,2
1,1,0,1
2,9,0,1
3,3,0,1
6,4,0,3
8,8,0,1
8,7,2,3
8,0,1,2
---
0.008552789688110352,3

32,10,10
---
0,8,0,1
0,4,1,2
2,3,0,2
3,7,1,3
3,6,0,1
4,1,0,1
6,9,0,1
7,5,0,1
8,2,0,1
9,0,0,3
---
0.009037494659423828,3

33,10,10
---
0,6,0,1
1,8,0,3
2,7,0,2
3,9,0,2
4,2,0,2
5,1,1,3
5,0,0,1
7,4,0,2
8,5,1,2
8,3,0,1
---
0.008958578109741211,3

34,10,10
---
1,5,0,5
3,9,0,1
3,4,1,4
5,8,0,1
6,7,0,2
7,0,0,2
8,6,1,3
8,1,0,1
9,3,1,2
9,2,0,1
---
0.008744239807128906,5

35,10,10
---
0,4,0,1
3,9,0,2
4,7,1,2
4,2,0,1
4,0,2,3
5,8,0,3
6,3,0,1
7,6,0,1
7,5,1,3
9,1,0,1
---
0.009042978286743164,3

36,10,10
---
0,5,0,2
1,4,0,1
2,7,0,2
3,1,0,1
4,9,0,1
4,2,1,2
5,6,0,1
7,3,0,2
8,8,0,2
9,0,0,1
---
0.008588075637817383,2

37,10,10
---
0,7,0,3
1,3,0,1
2,9,0,1
2,0,1,2
3,1,0,1
4,4,0,1
5,2,0,3
7,5,0,1
8,8,0,1
9,6,0,1
---
0.008833646774291992,3

38,10,10
---
0,8,0,1
1,3,0,2
2,6,0,4
3,4,0,4
4,1,0,1
5,2,0,2
7,9,0,1
8,5,0,3
8,0,3,4
9,7,0,4
---
0.009748220443725586,4

39,10,10
---
0,9,0,3
2,1,0,2
3,7,0,2
4,4,0,3
5,3,0,2
6,8,2,3
6,2,0,2
7,0,0,2
8,5,0,3
9,6,0,2
---
0.009073734283447266,3

40,10,10
---
0,5,0,1
1,1,0,1
3,8,0,1
3,6,1,2
4,9,0,1
5,4,0,2
6,0,0,3
7,3,0,1
8,7,0,1
9,2,0,3
---
0.009013175964355469,3

41,10,10
---
0,3,0,1
1,8,0,2
2,2,0,2
3,4,0,2
5,7,0,1
5,0,1,2
6,1,0,2
8,5,0,2
9,9,1,2
9,6,0,1
---
0.008247613906860352,2

42,10,10
---
0,9,0,1
0,2,1,2
1,7,1,2
1,0,0,1
2,1,0,1
4,3,0,1
5,6,0,2
6,4,0,1
7,8,0,1
8,5,0,1
---
0.007914304733276367,2

43,10,10
---
0,2,0,4
0,1,4,5
1,5,0,5
2,3,0,4
4,4,0,3
5,6,0,5
6,8,0,5
7,7,0,5
8,9,0,5
9,0,0,5
---
0.008961677551269531,5

44,10,10
---
0,4,0,1
1,3,0,1
1,0,1,2
2,6,0,1
2,1,1,2
3,7,0,2
4,8,0,1
7,2,0,3
8,5,0,1
9,9,0,1
---
0.008576631546020508,3

45,10,10
---
0,9,0,4
1,4,0,1
2,2,0,2
4,7,0,2
4,1,2,4
5,0,0,1
6,8,0,1
7,6,0,1
9,5,1,3
9,3,0,1
---
0.008702754974365234,4

46,10,10
---
0,0,0,1
1,7,0,1
1,6,1,2
2,2,0,3
3,4,1,3
3,1,0,1
5,5,0,4
8,9,1,4
8,3,0,1
9,8,0,2
---
0.008707284927368164,4

47,10,10
---
1,6,0,2
2,8,0,2
3,2,0,2
4,3,0,2
5,4,0,2
6,5,0,1
7,9,1,2
7,7,0,1
8,1,0,1
9,0,0,1
---
0.008908271789550781,2

48,10,10
---
0,6,0,1
1,5,0,1
2,8,1,3
2,0,0,1
3,9,0,1
3,7,1,2
5,2,0,1
6,1,0,2
8,4,0,1
9,3,0,5
---
0.008838653564453125,5

49,10,10
---
0,1,0,1
2,9,0,1
2,8,1,3
3,5,0,1
3,2,1,2
4,7,0,1
4,6,1,2
5,0,0,1
6,3,0,1
8,4,0,3
---
0.008701324462890625,3

50,10,10
---
0,3,0,4
2,6,0,1
2,2,1,2
3,8,0,1
3,1,1,4
5,9,0,1
6,5,0,1
7,0,0,2
8,7,0,1
9,4,0,1
---
0.00894784927368164,4

51,10,10
---
0,8,0,1
0,3,1,3
1,2,0,1
3,9,0,1
4,7,0,1
4,4,1,2
5,5,0,1
6,1,0,2
7,6,0,3
9,0,0,1
---
0.008871316909790039,3

52,10,10
---
0,7,0,1
1,4,0,1
2,8,0,1
2,6,1,2
3,3,0,1
3,1,2,3
3,0,1,2
5,2,0,3
6,5,0,4
7,9,0,2
---
0.008658170700073242,4

53,10,10
---
1,4,1,4
1,3,0,1
3,2,0,1
3,1,1,3
4,8,1,3
4,6,0,1
7,7,0,1
7,0,1,2
8,9,0,2
9,5,0,4
---
0.008516788482666016,4

54,10,10
---
0,6,0,1
4,0,0,1
5,5,0,1
6,9,0,1
6,3,1,2
7,2,1,2
7,1,0,1
8,7,1,2
8,4,0,1
9,8,0,1
---
0.008627653121948242,2

55,10,10
---
0,0,0,1
1,3,0,1
2,6,0,2
4,4,0,4
5,1,0,2
6,8,0,1
7,9,1,3
7,2,0,1
8,7,0,2
9,5,0,2
---
0.008975505828857422,4

56,10,10
---
0,5,0,2
1,4,0,1
2,9,1,3
2,2,0,1
3,6,0,2
5,8,0,1
7,1,1,3
7,0,0,1
8,3,0,1
9,7,0,1
---
0.008884429931640625,3

57,10,10
---
0,8,0,2
1,6,0,1
1,5,1,2
2,9,1,2
2,0,0,1
3,7,0,2
4,4,0,2
5,2,0,2
8,3,0,2
9,1,0,2
---
0.009051799774169922,2

58,10,10
---
0,6,0,1
2,1,0,1
3,2,0,1
4,4,0,2
5,7,0,4
6,9,0,1
6,8,1,3
7,5,0,1
8,3,0,1
9,0,0,1
---
0.008713960647583008,4

59,10,10
---
0,7,0,3
1,4,0,1
1,0,1,2
3,9,2,3
3,8,0,1
3,3,1,2
4,5,0,2
7,1,0,2
8,2,0,3
9,6,0,3
---
0.008770227432250977,3

60,10,10
---
1,7,0,1
1,5,1,3
2,2,0,1
3,4,0,1
4,3,0,3
5,0,0,1
6,8,0,5
8,9,0,3
9,6,0,2
9,1,2,5
---
0.008623838424682617,5

61,10,10
---
1,4,0,2
2,7,0,2
3,3,0,2
4,2,0,1
4,1,1,2
5,8,0,1
6,9,0,2
7,6,0,2
8,0,0,1
9,5,0,2
---
0.008948087692260742,2

62,10,10
---
0,3,0,4
2,9,0,4
3,8,2,4
3,2,0,2
4,7,0,3
5,6,0,4
6,5,0,3
7,4,0,4
8,1,0,4
9,0,0,4
---
0.008853673934936523,4

63,10,10
---
0,7,0,1
0,0,1,2
1,3,0,2
3,8,0,2
4,5,1,3
4,2,0,1
7,6,0,1
8,4,1,2
8,1,0,1
9,9,0,1
---
0.008677482604980469,3

64,10,10
---
0,9,0,1
1,1,0,2
2,5,0,1
2,4,1,2
3,0,0,2
5,6,0,1
5,3,1,2
6,7,0,2
8,2,0,3
9,8,0,2
---
0.008803606033325195,3

65,10,10
---
0,6,0,1
0,3,1,2
1,7,0,1
4,2,1,2
4,0,0,1
5,9,0,1
5,1,1,2
8,8,0,1
8,4,1,2
9,5,0,1
---
0.00864410400390625,2

66,10,10
---
0,2,0,2
1,1,0,2
2,0,0,2
3,3,0,1
4,9,1,2
4,8,0,1
5,5,0,2
7,7,0,1
7,6,1,2
9,4,0,1
---
0.009161710739135742,2

67,10,10
---
0,1,0,1
0,0,1,2
1,4,0,1
2,9,0,1
2,5,1,4
3,8,0,2
6,3,0,4
7,6,0,1
7,2,1,2
8,7,0,1
---
0.008363008499145508,4

68,10,10
---
0,1,0,3
1,2,0,3
2,0,0,2
3,4,0,2
4,3,0,3
5,6,0,3
6,9,0,3
7,8,0,2
8,7,0,1
9,5,0,2
---
0.009099721908569336,3

69,10,10
---
0,5,0,4
1,1,0,2
2,3,0,2
3,0,0,3
4,2,0,3
5,9,0,2
6,8,0,3
7,6,0,4
8,7,0,3
9,4,0,3
---
0.009347677230834961,4

70,10,10
---
0,9,0,4
1,6,3,4
1,0,0,3
2,1,0,3
3,3,0,4
4,7,0,4
6,2,0,3
7,4,0,1
8,8,0,4
9,5,0,4
---
0.009222745895385742,4

71,10,10
---
0,6,0,4
1,4,0,3
2,7,0,2
3,2,0,2
4,9,0,4
5,0,0,4
6,8,0,4
7,5,0,3
8,1,0,4
9,3,0,2
---
0.008943319320678711,4

72,10,10
---
0,4,0,1
1,0,0,1
2,1,0,2
3,9,0,4
4,2,0,1
6,5,1,3
6,3,0,1
7,7,0,1
8,8,0,1
8,6,1,2
---
0.008289337158203125,4

73,10,10
---
0,8,0,1
1,5,0,1
1,1,1,3
2,9,0,1
3,6,0,3
5,2,0,1
6,0,0,2
7,7,0,1
7,4,1,3
8,3,0,2
---
0.008354425430297852,3

74,10,10
---
0,2,0,3
0,1,3,4
1,3,0,3
3,5,0,3
4,9,0,4
5,8,0,4
6,0,0,4
7,4,0,4
8,6,0,2
9,7,0,4
---
0.008842229843139648,4

75,10,10
---
0,7,0,1
4,0,0,1
5,3,0,1
6,1,0,1
7,8,1,3
7,5,0,1
8,6,1,2
8,4,0,1
9,9,1,3
9,2,0,1
---
0.008643388748168945,3

76,10,10
---
1,3,0,1
1,1,1,2
3,7,0,2
5,8,0,1
5,5,1,3
6,4,0,1
6,0,1,3
7,2,0,1
8,6,0,2
9,9,0,2
---
0.008748531341552734,3

77,10,10
---
0,9,0,3
1,8,0,3
2,2,0,1
4,5,0,2
5,6,0,3
6,7,0,2
6,4,2,3
7,1,0,3
8,0,0,3
9,3,0,3
---
0.0088653564453125,3

78,10,10
---
0,2,0,1
0,1,1,2
3,5,0,2
4,8,0,1
5,4,0,1
6,7,1,2
6,6,0,1
7,3,0,1
7,0,1,2
8,9,0,1
---
0.00835561752319336,2

79,10,10
---
0,7,1,3
0,0,0,1
1,6,1,3
1,1,0,1
3,8,0,3
4,9,0,1
7,4,1,2
7,2,0,1
8,3,0,2
9,5,0,1
---
0.007918596267700195,3

80,10,10
---
1,5,0,1
3,4,2,3
3,1,0,1
3,0,1,2
4,3,0,5
5,8,0,1
6,6,0,2
8,2,0,1
9,9,0,1
9,7,1,2
---
0.008089542388916016,5

81,10,10
---
0,3,0,4
1,0,0,5
2,9,0,4
3,8,0,4
4,5,0,3
5,6,0,4
6,4,0,5
7,7,0,5
8,1,0,4
9,2,0,5
---
0.008941173553466797,5

82,10,10
---
0,8,0,2
1,7,1,2
1,4,0,1
2,9,0,3
3,2,0,2
4,0,0,2
6,5,0,3
7,6,0,3
8,3,0,3
9,1,0,3
---
0.009229898452758789,3

83,10,10
---
0,9,0,2
1,5,0,2
2,0,0,2
3,3,0,1
5,8,1,2
5,4,0,1
6,6,0,2
7,2,0,1
8,7,0,1
9,1,0,2
---
0.008891582489013672,2

84,10,10
---
1,7,0,1
1,4,1,2
2,8,0,1
3,1,0,1
4,9,0,1
5,3,0,4
7,6,0,4
8,5,1,4
8,2,0,1
9,0,0,2
---
0.008220195770263672,4

85,10,10
---
0,5,0,5
1,0,0,4
2,1,0,5
3,2,0,5
4,9,0,5
5,6,0,4
6,8,0,4
7,4,0,4
8,3,0,5
9,7,0,4
---
0.008424043655395508,5

86,10,10
---
1,5,0,3
2,3,0,2
3,8,1,3
3,1,0,1
4,9,0,3
5,0,0,3
7,7,1,2
7,2,0,1
8,6,0,3
9,4,0,2
---
0.009798526763916016,3

87,10,10
---
0,1,0,4
2,9,0,2
4,2,0,3
5,0,0,4
6,5,0,2
6,4,2,3
6,3,3,4
7,6,0,4
8,8,0,4
9,7,0,4
---
0.008354902267456055,4

88,10,10
---
0,9,1,3
0,5,0,1
1,0,0,3
2,8,0,1
3,7,0,1
4,2,0,3
5,1,0,1
6,4,0,1
7,6,1,3
7,3,0,1
---
0.008745431900024414,3

89,10,10
---
0,6,0,3
1,5,0,2
2,8,0,3
3,0,0,2
4,2,0,2
5,1,0,3
6,7,0,3
7,3,0,3
8,9,2,3
8,4,0,2
---
0.008897542953491211,3

90,10,10
---
0,8,0,1
2,0,0,1
4,6,0,1
5,9,0,3
6,5,1,2
6,4,0,1
7,3,0,1
8,2,1,3
8,1,0,1
9,7,0,2
---
0.0077953338623046875,3

91,10,10
---
0,5,0,2
1,7,0,2
2,6,0,4
3,9,1,3
3,3,0,1
4,1,1,2
4,0,0,1
5,8,0,4
7,2,0,3
9,4,0,2
---
0.00954580307006836,4

92,10,10
---
0,5,0,3
1,8,0,1
1,4,1,3
3,7,0,2
4,3,0,3
5,0,0,2
6,2,1,3
6,1,0,1
8,9,0,1
9,6,0,1
---
0.008594036102294922,3

93,10,10
---
0,1,0,1
1,4,0,2
3,3,0,2
4,6,1,2
4,0,0,1
6,2,0,3
7,7,0,3
8,5,0,1
9,9,0,2
9,8,2,3
---
0.008757352828979492,3

94,10,10
---
0,0,0,2
1,9,0,1
2,6,0,1
2,1,1,2
3,2,0,1
4,8,0,2
5,4,0,2
6,7,0,2
8,5,0,1
9,3,0,1
---
0.008589982986450195,2

95,10,10
---
1,8,0,1
1,2,1,2
2,7,0,1
2,5,1,2
4,4,0,2
6,6,0,1
7,9,0,1
8,1,0,1
8,0,1,2
9,3,0,1
---
0.008331775665283203,2

96,10,10
---
0,3,0,3
1,5,0,3
3,4,0,3
4,6,0,3
5,2,0,3
6,9,0,2
7,8,0,3
8,7,0,3
9,1,2,3
9,0,0,2
---
0.008847713470458984,3

97,10,10
---
0,1,0,2
1,3,0,2
2,8,0,1
2,0,1,2
4,9,0,2
5,5,0,2
7,4,0,2
8,7,1,2
8,6,0,1
9,2,0,1
---
0.008519887924194336,2

98,10,10
---
2,9,0,3
3,6,0,1
3,5,2,3
3,0,1,2
4,7,0,3
5,8,0,1
5,2,1,2
8,4,1,2
8,3,0,1
9,1,0,3
---
0.008348464965820312,3

99,10,10
---
0,2,0,1
2,4,0,1
3,7,0,1
3,0,1,2
4,8,0,2
6,5,0,2
7,6,0,1
8,9,0,1
8,3,1,2
9,1,0,1
---
0.008742332458496094,2

100,10,10
---
0,4,0,1
1,9,0,1
1,1,1,2
3,0,0,1
4,5,0,1
4,3,1,2
5,2,0,3
6,8,0,3
7,6,0,2
9,7,0,2
---
0.008643150329589844,3

101,10,10
---
0,5,0,1
1,8,0,1
2,9,0,1
2,2,1,2
6,3,0,1
7,1,0,3
8,6,0,1
8,4,1,3
9,7,0,1
9,0,1,2
---
0.00811457633972168,3

102,10,10
---
0,2,0,1
1,6,0,1
2,3,0,3
3,0,0,2
4,9,0,3
5,5,0,3
6,4,0,2
7,1,0,1
8,8,0,1
9,7,0,3
---
0.008747339248657227,3

103,10,10
---
0,2,0,2
0,1,2,4
1,6,0,1
2,5,1,2
2,3,0,1
3,0,0,2
4,4,0,1
7,8,0,1
8,9,0,4
9,7,0,2
---
0.008553266525268555,4

104,10,10
---
1,7,0,1
1,4,1,2
2,6,0,1
2,0,1,3
3,1,0,2
4,2,0,2
5,5,0,3
6,9,0,2
8,8,0,2
9,3,0,1
---
0.008380889892578125,3

105,10,10
---
0,9,0,1
2,5,0,1
2,1,1,3
3,4,0,1
4,7,0,1
5,6,1,2
5,3,0,1
6,8,1,3
6,2,0,1
7,0,0,3
---
0.008557796478271484,3

106,10,10
---
0,2,0,3
1,8,0,1
3,7,0,1
3,4,1,2
5,0,0,2
6,6,0,2
7,5,0,1
8,3,0,2
9,9,1,3
9,1,0,1
---
0.008350372314453125,3

107,10,10
---
0,8,0,1
0,0,1,2
1,6,0,1
3,5,1,3
3,1,0,1
4,3,0,2
6,2,0,3
8,7,0,1
8,4,1,2
9,9,0,1
---
0.008359909057617188,3

108,10,10
---
0,9,0,2
1,7,0,1
2,8,0,3
3,6,0,3
4,2,0,3
5,1,0,3
6,0,0,2
7,5,0,3
8,3,0,3
9,4,0,2
---
0.009053707122802734,3

109,10,10
---
0,7,0,1
1,3,0,1
2,6,0,1
3,0,0,3
4,5,0,3
5,4,2,3
5,2,0,2
6,9,0,2
8,8,0,1
9,1,0,1
---
0.00934457778930664,3

110,10,10
---
0,6,0,1
1,3,1,3
1,2,0,1
3,8,0,3
4,9,0,1
5,5,0,1
6,0,0,2
7,4,0,2
8,7,0,1
9,1,0,3
---
0.009283781051635742,3

111,10,10
---
2,1,0,2
3,9,0,1
3,8,1,2
4,3,1,2
4,0,0,1
6,7,1,2
6,5,0,1
8,2,0,1
9,6,0,1
9,4,1,2
---
0.008641719818115234,2

112,10,10
---
0,3,0,1
2,5,1,2
2,2,0,1
3,7,0,1
3,1,1,3
4,9,0,1
4,6,1,3
7,8,0,2
8,0,0,1
9,4,0,1
---
0.008841753005981445,3

113,10,10
---
0,8,0,1
1,0,0,1
2,2,0,2
4,7,0,2
5,1,0,2
6,4,0,2
7,3,0,1
8,9,0,1
9,6,1,2
9,5,0,1
---
0.008655071258544922,2

114,10,10
---
0,3,0,1
2,7,0,1
3,8,0,2
5,9,0,1
5,6,1,2
6,4,1,3
6,0,0,1
7,5,0,2
8,2,0,3
9,1,0,1
---
0.008624553680419922,3

115,10,10
---
0,3,0,1
1,4,0,1
2,1,0,2
3,8,0,2
4,9,0,1
5,7,0,1
6,0,0,1
7,5,0,2
8,2,0,2
9,6,0,2
---
0.008884668350219727,2

116,10,10
---
0,6,0,1
0,0,1,3
2,7,1,3
2,1,0,1
3,5,0,1
3,3,1,3
5,8,0,3
7,9,0,1
7,2,1,2
9,4,0,1
---
0.008319854736328125,3

117,10,10
---
0,0,0,1
1,4,4,5
1,1,0,4
2,6,0,5
4,2,0,1
5,8,0,4
6,3,0,4
7,9,0,5
8,7,0,5
9,5,0,5
---
0.009012937545776367,5

118,10,10
---
0,7,0,1
0,3,1,2
3,2,0,2
5,8,0,2
5,0,2,5
6,1,0,2
7,9,0,1
7,4,1,3
8,5,0,1
9,6,0,5
---
0.009372711181640625,5

119,10,10
---
0,5,0,1
0,4,1,2
1,1,0,1
2,9,0,1
3,8,0,1
3,6,1,2
4,3,0,2
6,0,0,1
7,7,0,3
9,2,0,1
---
0.008836030960083008,3

120,10,10
---
0,3,0,6
1,6,0,1
2,5,0,2
3,4,0,1
4,7,0,1
6,0,0,1
8,8,0,1
9,9,2,3
9,2,1,2
9,1,0,1
---
0.009025335311889648,6

121,10,10
---
0,9,0,4
1,4,2,4
1,2,0,2
2,6,0,4
3,0,0,4
4,5,0,3
5,1,0,4
6,8,0,2
7,3,0,4
8,7,0,4
---
0.008878231048583984,4

122,10,10
---
0,9,0,1
0,1,1,3
1,2,0,1
3,3,0,1
4,8,1,2
4,7,0,1
5,4,0,3
6,0,0,3
7,6,0,1
8,5,0,3
---
0.01151418685913086,3

123,10,10
---
0,4,0,2
1,5,0,3
2,9,0,1
4,8,0,1
4,3,1,2
5,2,0,1
5,1,1,2
7,0,0,2
8,7,0,2
9,6,0,2
---
0.009314537048339844,3

124,10,10
---
0,3,0,1
0,0,1,2
1,4,0,3
3,9,0,1
4,6,0,2
6,2,0,1
7,8,0,1
7,1,1,2
8,7,0,1
9,5,0,1
---
0.008583307266235352,3

125,10,10
---
0,1,0,3
1,6,0,3
2,5,0,2
3,0,0,2
4,3,0,2
4,2,2,3
5,9,0,3
6,8,0,3
8,7,0,1
9,4,0,1
---
0.009425878524780273,3

126,10,10
---
0,9,0,4
1,0,0,4
2,7,0,4
4,5,0,4
5,8,0,3
7,3,0,3
7,1,3,4
8,4,0,2
8,2,2,3
9,6,0,3
---
0.008876323699951172,4

127,10,10
---
0,3,0,1
1,7,0,1
3,5,0,1
3,2,1,3
4,4,0,1
4,1,1,3
6,8,0,1
7,6,0,3
9,9,0,1
9,0,1,2
---
0.008137702941894531,3

128,10,10
---
2,1,0,5
3,8,0,1
4,6,0,1
5,7,0,1
5,0,1,2
7,4,0,1
8,2,0,2
9,9,0,1
9,5,1,3
9,3,3,5
---
0.008555889129638672,5

129,10,10
---
0,6,0,4
1,2,0,2
2,8,0,4
3,9,0,4
5,4,0,3
5,0,3,4
6,7,0,4
7,5,0,3
8,3,0,4
9,1,0,4
---
0.008912324905395508,4

130,10,10
---
0,1,0,3
1,9,0,2
1,4,2,3
3,3,0,3
4,6,0,2
5,7,0,1
6,2,0,3
7,0,0,2
8,5,0,3
9,8,0,3
---
0.008867979049682617,3

131,10,10
---
0,6,0,1
0,0,1,3
1,1,0,2
2,7,0,1
4,4,0,4
5,5,0,1
7,2,0,1
8,9,1,3
8,8,0,1
9,3,0,2
---
0.008730411529541016,4

132,10,10
---
0,9,0,2
1,1,0,1
2,6,2,3
2,5,0,2
3,7,1,3
3,3,0,1
4,8,0,3
6,0,0,3
8,2,0,1
9,4,0,2
---
0.009186506271362305,3

133,10,10
---
0,9,0,1
2,5,0,1
2,1,1,3
3,8,0,2
5,6,0,2
6,3,1,3
6,0,0,1
7,4,0,1
8,2,0,4
9,7,0,2
---
0.00806117057800293,4

134,10,10
---
0,8,0,1
0,2,1,3
1,7,0,1
2,9,0,3
3,3,0,1
4,6,1,2
4,5,0,1
5,4,0,1
6,0,0,2
7,1,0,1
---
0.00830221176147461,3

135,10,10
---
0,5,0,1
1,2,1,3
1,1,0,1
2,8,0,2
3,6,0,1
4,9,0,3
5,3,0,1
5,0,1,2
6,4,0,1
8,7,0,1
---
0.008310079574584961,3

136,10,10
---
0,8,0,5
1,6,0,5
2,7,0,3
2,5,3,4
3,2,0,5
4,9,0,5
6,0,0,2
7,4,0,3
8,3,0,3
9,1,0,3
---
0.009234189987182617,5

137,10,10
---
0,4,0,1
